bookId,title,authors,averageRating,isbn,isbn13,languageCode,numPages,ratingsCount,textReviewsCount,publicationDate,publisher,createdAt,updatedAt
1,Harry Potter and the Half-Blood Prince (Harry Potter  #6),J.K. Rowling/Mary GrandPré,4.57,439785960,9.78044E+12,eng,652,2095690,27591,9/16/06,Scholastic Inc.,4/15/20 11:06,4/15/20 11:06
2,Harry Potter and the Order of the Phoenix (Harry Potter  #5),J.K. Rowling/Mary GrandPré,4.49,439358078,9.78044E+12,eng,870,2153167,29221,9/1/04,Scholastic Inc.,4/15/20 11:06,4/15/20 11:06
4,Harry Potter and the Chamber of Secrets (Harry Potter  #2),J.K. Rowling,4.42,439554896,9.78044E+12,eng,352,6333,244,11/1/03,Scholastic,4/15/20 11:06,4/15/20 11:06
5,Harry Potter and the Prisoner of Azkaban (Harry Potter  #3),J.K. Rowling/Mary GrandPré,4.56,043965548X,9.78044E+12,eng,435,2339585,36325,5/1/04,Scholastic Inc.,4/15/20 11:06,4/15/20 11:06
8,Harry Potter Boxed Set  Books 1-5 (Harry Potter  #1-5),J.K. Rowling/Mary GrandPré,4.78,439682584,9.78044E+12,eng,2690,41428,164,9/13/04,Scholastic,4/15/20 11:06,4/15/20 11:06
9,"Unauthorized Harry Potter Book Seven News: ""Half-Blood Prince"" Analysis and Speculation",W. Frederick Zimmerman,3.74,976540606,9.78098E+12,en-US,152,19,1,4/26/05,Nimble Books,4/15/20 11:06,4/15/20 11:06
10,Harry Potter Collection (Harry Potter  #1-6),J.K. Rowling,4.73,439827604,9.78044E+12,eng,3342,28242,808,9/12/05,Scholastic,4/15/20 11:06,4/15/20 11:06
12,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story (Hitchhiker's Guide to the Galaxy  #1-5),Douglas Adams,4.38,517226952,9.78052E+12,eng,815,3628,254,11/1/05,Gramercy Books,4/15/20 11:06,4/15/20 11:06
13,The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1-5),Douglas Adams,4.38,345453743,9.78035E+12,eng,815,249558,4080,4/30/02,Del Rey Books,4/15/20 11:06,4/15/20 11:06
14,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),Douglas Adams,4.22,1400052920,9.7814E+12,eng,215,4930,460,8/3/04,Crown,4/15/20 11:06,4/15/20 11:06
16,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),Douglas Adams/Stephen Fry,4.22,739322206,9.78074E+12,eng,6,1266,253,3/23/05,Random House Audio,4/15/20 11:06,4/15/20 11:06
18,The Ultimate Hitchhiker's Guide (Hitchhiker's Guide to the Galaxy  #1-5),Douglas Adams,4.38,517149257,9.78052E+12,eng,815,2877,195,1/17/96,Wings Books,4/15/20 11:06,4/15/20 11:06
21,A Short History of Nearly Everything,Bill Bryson,4.21,076790818X,9.78077E+12,eng,544,248558,9396,9/14/04,Broadway Books,4/15/20 11:06,4/15/20 11:06
22,Bill Bryson's African Diary,Bill Bryson,3.44,767915062,9.78077E+12,eng,55,7270,499,12/3/02,Broadway Books,4/15/20 11:06,4/15/20 11:06
23,Bryson's Dictionary of Troublesome Words: A Writer's Guide to Getting It Right,Bill Bryson,3.87,767910435,9.78077E+12,eng,256,2088,131,9/14/04,Broadway Books,4/15/20 11:06,4/15/20 11:06
24,In a Sunburned Country,Bill Bryson,4.07,767903862,9.78077E+12,eng,335,72451,4245,5/15/01,Broadway Books,4/15/20 11:06,4/15/20 11:06
25,I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,Bill Bryson,3.9,076790382X,9.78077E+12,eng,304,49240,2211,6/28/00,Broadway Books,4/15/20 11:06,4/15/20 11:06
26,The Lost Continent: Travels in Small Town America,Bill Bryson,3.83,60920084,9.78006E+12,eng,299,45712,2257,8/28/90,William Morrow Paperbacks,4/15/20 11:06,4/15/20 11:06
27,Neither Here nor There: Travels in Europe,Bill Bryson,3.86,380713802,9.78038E+12,eng,254,48701,2238,3/28/93,William Morrow Paperbacks,4/15/20 11:06,4/15/20 11:06
28,Notes from a Small Island,Bill Bryson,3.91,380727501,9.78038E+12,eng,324,80609,3301,5/28/97,William Morrow Paperbacks,4/15/20 11:06,4/15/20 11:06
29,The Mother Tongue: English and How It Got That Way,Bill Bryson,3.93,380715430,9.78038E+12,eng,270,28489,2085,9/28/91,William Morrow Paperbacks,4/15/20 11:06,4/15/20 11:06
30,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,4.59,345538374,9.78035E+12,eng,1728,101233,1550,9/25/12,Ballantine Books,4/15/20 11:06,4/15/20 11:06
31,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.5,618517650,9.78062E+12,eng,1184,1710,91,10/21/04,Houghton Mifflin Harcourt,4/15/20 11:06,4/15/20 11:06
34,The Fellowship of the Ring (The Lord of the Rings  #1),J.R.R. Tolkien,4.36,618346252,9.78062E+12,eng,398,2128944,13670,9/5/03,Houghton Mifflin Harcourt,4/15/20 11:06,4/15/20 11:06
35,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien/Alan  Lee,4.5,618260587,9.78062E+12,en-US,1216,1618,140,10/1/02,Houghton Mifflin Harcourt,4/15/20 11:06,4/15/20 11:06
36,The Lord of the Rings: Weapons and Warfare,Chris   Smith/Christopher  Lee/Richard Taylor,4.53,618391002,9.78062E+12,eng,218,19822,46,11/5/03,Houghton Mifflin Harcourt,4/15/20 11:06,4/15/20 11:06
37,The Lord of the Rings: Complete Visual Companion,Jude Fisher,4.5,618510826,9.78062E+12,eng,224,359,6,11/15/04,Houghton Mifflin Harcourt,4/15/20 11:06,4/15/20 11:06
45,Agile Web Development with Rails: A Pragmatic Guide,Dave Thomas/David Heinemeier Hansson/Leon Breedt/Mike Clark/Thomas  Fuchs/Andreas  Schwarz,3.84,097669400X,9.78098E+12,eng,558,1430,59,7/28/05,Pragmatic Bookshelf,4/15/20 11:06,4/15/20 11:06
50,Hatchet (Brian's Saga  #1),Gary Paulsen,3.72,689840926,9.78069E+12,eng,208,270244,12017,4/1/00,Atheneum Books for Young Readers: Richard Jackson Books,4/15/20 11:06,4/15/20 11:06
51,"Hatchet: A Guide for Using ""Hatchet"" in the Classroom",Donna Ickes/Edward Sciranko/Keith Vasconcelles,4,1557344493,9.78156E+12,eng,48,36,2,8/28/94,Teacher Created Resources,4/15/20 11:06,4/15/20 11:06
53,Guts: The True Stories behind Hatchet and the Brian Books,Gary Paulsen,3.88,385326505,9.78039E+12,eng,144,2067,334,1/23/01,Delacorte Press,4/15/20 11:06,4/15/20 11:06
54,Molly Hatchet - 5 of the Best,Molly Hatchet,4.33,1575606240,9.78158E+12,eng,56,6,0,6/10/03,Cherry Lane Music Company,4/15/20 11:06,4/15/20 11:06
55,Hatchet Jobs: Writings on Contemporary Fiction,Dale Peck,3.45,1595580271,9.7816E+12,en-US,228,99,16,11/1/05,The New Press,4/15/20 11:06,4/15/20 11:06
57,A Changeling for All Seasons (Changeling Seasons #1),Angela Knight/Sahara Kelly/Judy Mays/Marteeka Karland/Kate Douglas/Shelby Morgen/Lacey Savage/Kate Hill/Willa Okati,3.76,1595962808,9.7816E+12,eng,304,167,4,11/1/05,Changeling Press,4/15/20 11:06,4/15/20 11:06
58,Changeling (Changeling  #1),Delia Sherman,3.6,670059676,9.78067E+12,eng,256,978,111,8/17/06,Viking Juvenile,4/15/20 11:06,4/15/20 11:06
59,The Changeling Sea,Patricia A. McKillip,4.06,141312629,9.78014E+12,eng,137,4454,302,4/14/03,Firebird,4/15/20 11:06,4/15/20 11:06
61,The Changeling,Zilpha Keatley Snyder,4.17,595321801,9.7806E+12,eng,228,1176,96,6/8/04,iUniverse,4/15/20 11:06,4/15/20 11:06
63,The Changeling,Kate Horsley,3.55,1590301943,9.78159E+12,eng,339,301,43,4/12/05,Shambhala,4/15/20 11:06,4/15/20 11:06
66,The Changeling (Daughters of England  #15),Philippa Carr,3.98,449146979,9.78045E+12,eng,369,345,12,8/28/90,Ivy Books,4/15/20 11:06,4/15/20 11:06
67,The Known World,Edward P. Jones,3.83,61159174,9.78006E+12,eng,388,29686,2626,8/29/06,Amistad,4/15/20 11:06,4/15/20 11:06
68,The Known World,Edward P. Jones/Kevin R. Free,3.83,006076273X,9.78006E+12,en-US,14,55,12,6/15/04,HarperAudio,4/15/20 11:06,4/15/20 11:06
69,The Known World,Edward P. Jones,3.83,60749911,9.78006E+12,eng,576,22,3,6/15/04,Harper,4/15/20 11:06,4/15/20 11:06
71,Traders  Guns & Money: Knowns and Unknowns in the Dazzling World of Derivatives,Satyajit Das,3.83,273704745,9.78027E+12,eng,334,1456,82,5/15/06,FT Press,4/15/20 11:06,4/15/20 11:06
72,Artesia: Adventures in the Known World,Mark Smylie,4.13,1932386106,9.78193E+12,eng,352,52,4,12/14/05,Archaia,4/15/20 11:06,4/15/20 11:06
74,The John McPhee Reader (John McPhee Reader  #1),John McPhee/William Howarth,4.42,374517193,9.78037E+12,eng,416,562,37,6/1/82,Farrar  Straus and Giroux,4/15/20 11:06,4/15/20 11:06
75,Uncommon Carriers,John McPhee,3.95,374280398,9.78037E+12,en-US,248,1630,203,5/16/06,Farrar Straus Giroux,4/15/20 11:06,4/15/20 11:06
76,Heirs of General Practice,John McPhee,4.17,374519749,9.78037E+12,eng,128,268,22,4/1/86,Farrar  Straus and Giroux,4/15/20 11:06,4/15/20 11:06
77,The Control of Nature,John McPhee,4.24,374522596,9.78037E+12,en-US,288,3498,305,9/1/90,Farrar  Straus and Giroux,4/15/20 11:06,4/15/20 11:06
78,Annals of the Former World,John McPhee,4.34,374518734,9.78037E+12,eng,720,3115,228,1/6/99,Farrar  Straus and Giroux,4/15/20 11:06,4/15/20 11:06
79,Coming Into the Country,John McPhee,4.22,374522871,9.78037E+12,eng,448,5704,261,4/1/91,Farrar  Straus and Giroux,4/15/20 11:06,4/15/20 11:06
80,La Place de la Concorde Suisse,John McPhee,3.92,374519323,9.78037E+12,fre,160,698,52,4/1/94,Farrar  Straus and Giroux,4/15/20 11:06,4/15/20 11:06
81,Giving Good Weight,John McPhee,4.23,374516006,9.78037E+12,eng,288,542,36,4/1/94,Farrar  Straus and Giroux,4/15/20 11:06,4/15/20 11:06
83,Rising from the Plains,John McPhee,4.23,374520658,9.78037E+12,eng,208,1341,98,11/1/87,Farrar  Straus and Giroux,4/15/20 11:06,4/15/20 11:06
85,The Heidi Chronicles,Wendy Wasserstein,3.75,822205106,9.78082E+12,eng,81,1423,70,3/1/02,Dramatists Play Service,4/15/20 11:06,4/15/20 11:06
86,The Heidi Chronicles: Uncommon Women and Others & Isn't It Romantic,Wendy Wasserstein,3.84,679734996,9.78068E+12,eng,249,2766,64,7/2/91,Vintage,4/15/20 11:06,4/15/20 11:06
89,Active Literacy Across the Curriculum: Strategies for Reading  Writing  Speaking  and Listening,Heidi Hayes Jacobs,3.94,1596670231,9.7816E+12,eng,138,31,1,3/29/06,Routledge,4/15/20 11:06,4/15/20 11:06
90,Simply Beautiful Beaded Jewelry,Heidi Boyd,3.77,1581807740,9.78158E+12,en-US,128,62,4,3/14/06,North Light Books,4/15/20 11:06,4/15/20 11:06
91,Always Enough: God's Miraculous Provision Among the Poorest Children on Earth,Heidi Baker/Rolland Baker,4.46,800793617,9.7808E+12,eng,192,860,53,9/1/03,Chosen Books,4/15/20 11:06,4/15/20 11:06
92,Mapping the Big Picture: Integrating Curriculum & Assessment K-12,Heidi Hayes Jacobs,3.68,871202867,9.78087E+12,en-US,108,77,2,1/28/97,Association for Supervision & Curriculum Development,4/15/20 11:06,4/15/20 11:06
93,Heidi (Heidi  #1-2),Johanna Spyri/Beverly Cleary/Angelo  Rinaldi,3.99,753454947,9.78075E+12,eng,352,153317,2257,11/15/02,Kingfisher,4/15/20 11:06,4/15/20 11:06
94,Getting Results with Curriculum Mapping,Heidi Hayes Jacobs,3.25,871209993,9.78087E+12,eng,192,55,5,11/15/04,ASCD,4/15/20 11:06,4/15/20 11:06
96,There's Always Enough: The Miraculous Move of God in Mozambique,Rolland Baker/Heidi Baker,4.46,1852402873,9.78185E+12,eng,192,34,6,4/28/03,Sovereign World,4/15/20 11:06,4/15/20 11:06
98,What to Expect the First Year (What to Expect),Heidi Murkoff/Sharon Mazel/Arlene Eisenberg/Sandee Hathaway/Mark D. Widome,3.89,761129588,9.78076E+12,eng,832,11797,659,10/16/03,Workman Publishing Company,4/15/20 11:06,4/15/20 11:06
99,The Player's Handbook: The Ultimate Guide on Dating and Relationships,Heidi Fleiss/Libby Keatinge,3.82,972016414,9.78097E+12,eng,123,34,8,5/10/04,One Hour Entertainment,4/15/20 11:06,4/15/20 11:06
100,Simply Beautiful Beading: 53 Quick and Easy Projects,Heidi Boyd,3.78,1581805632,9.78158E+12,en-US,128,78,4,8/19/04,North Light Books,4/15/20 11:06,4/15/20 11:06
103,God Emperor of Dune (Dune Chronicles  #4),Frank Herbert,3.84,441294677,9.78044E+12,eng,423,2785,166,6/15/87,Ace Books,4/15/20 11:06,4/15/20 11:06
105,Chapterhouse: Dune (Dune Chronicles #6),Frank Herbert,3.91,441102670,9.78044E+12,eng,436,38778,568,7/1/87,Ace Books,4/15/20 11:06,4/15/20 11:06
106,Dune Messiah (Dune Chronicles #2),Frank Herbert,3.88,441172695,9.78044E+12,eng,331,97494,2359,7/15/87,Ace Books,4/15/20 11:06,4/15/20 11:06
107,Dreamer of Dune: The Biography of Frank Herbert,Brian Herbert,4.01,765306476,9.78077E+12,en-US,592,784,21,7/1/04,Tor Books,4/15/20 11:06,4/15/20 11:06
109,Heretics of Dune (Dune Chronicles  #5),Frank Herbert,3.86,399128980,9.7804E+12,eng,480,272,20,4/16/84,Putnam,4/15/20 11:06,4/15/20 11:06
110,The Road to Dune,Frank Herbert/Brian Herbert/Kevin J. Anderson,3.88,765353709,9.78077E+12,eng,426,4789,83,8/29/06,Tor Science Fiction,4/15/20 11:06,4/15/20 11:06
117,Heretics of Dune (Dune Chronicles #5),Frank Herbert,3.86,441328008,9.78044E+12,eng,471,45388,644,8/15/87,Ace Books,4/15/20 11:06,4/15/20 11:06
119,The Lord of the Rings: The Art of the Fellowship of the Ring,Gary Russell,4.59,618212906,9.78062E+12,eng,192,26153,102,6/12/02,Houghton Mifflin Harcourt,4/15/20 11:06,4/15/20 11:06
122,The Power of One (The Power of One  #1),Bryce Courtenay,4.35,034541005X,9.78035E+12,eng,544,69167,4551,9/29/96,Ballantine Books,4/15/20 11:06,4/15/20 11:06
123,The Power of One (The Power of One  #1),Bryce Courtenay,4.35,385732546,9.78039E+12,eng,291,45,13,9/13/05,Delacorte Books for Young Readers,4/15/20 11:06,4/15/20 11:06
129,The Power of One: One Person  One Rule  One Month,John C. Maxwell/Stephen R. Graves/Thomas G. Addington,4.28,785260056,9.78079E+12,en-US,256,16,1,11/1/04,Thomas Nelson,4/15/20 11:06,4/15/20 11:06
130,Power of an Hour: Business and Life Mastery in One Hour a Week,Dave Lakhani,3.34,471780936,9.78047E+12,eng,205,174,16,5/19/06,Wiley,4/15/20 11:06,4/15/20 11:06
131,The Power of One: The Solo Play for Playwrights  Actors  and Directors,Louis E. Catron,3.67,325001537,9.78033E+12,eng,240,10,0,2/7/00,Heinemann Drama,4/15/20 11:06,4/15/20 11:06
132,How to Buy  Sell & Profit on eBay: Kick-Start Your Home-Based Business in Just Thirty Days,Adam Ginsberg,3.48,006076287X,9.78006E+12,eng,336,76,9,5/3/05,William Morrow Paperbacks,4/15/20 11:06,4/15/20 11:06
133,eBay for Dummies,Marsha Collier,3.5,470045299,9.78047E+12,eng,386,111,9,10/30/06,Wiley,4/15/20 11:06,4/15/20 11:06
135,What to Sell on ebay and Where to Get It: The Definitive Guide to Product Sourcing for eBay and Beyond,Chris Malta/Lisa Suttora,3.62,72262788,9.78007E+12,eng,260,24,0,1/24/06,McGraw-Hill,4/15/20 11:06,4/15/20 11:06
137,Starting an eBay Business for Dummies,Marsha Collier,3.55,764569244,9.78076E+12,eng,384,55,4,9/17/04,Wiley,4/15/20 11:06,4/15/20 11:06
138,eBay: Top 100 Simplified Tips & Tricks,Julia Wilkinson,4.27,471933821,9.78047E+12,eng,260,9,0,6/6/06,Wiley,4/15/20 11:06,4/15/20 11:06
139,ebay Timesaving Techniques for Dummies,Marsha Collier,3.39,764559915,9.78076E+12,en-US,391,22,1,5/31/04,Wiley,4/15/20 11:06,4/15/20 11:06
140,eBay Business All-in-One Desk Reference for Dummies,Marsha Collier,3.89,764584383,9.78076E+12,en-US,864,17,3,4/25/05,Wiley,4/15/20 11:06,4/15/20 11:06
141,Ruby Cookbook,Lucas Carlson/Leonard Richardson,3.84,596523696,9.7806E+12,eng,873,166,4,7/29/06,O'Reilly Media,4/15/20 11:06,4/15/20 11:06
142,Ruby Ann's Down Home Trailer Park Cookbook,Ruby Ann Boxcar,4.12,806523492,9.78081E+12,eng,240,50,5,5/3/05,Citadel,4/15/20 11:06,4/15/20 11:06
144,Ruby Ann's Down Home Trailer Park BBQin' Cookbook,Ruby Ann Boxcar,4.08,806525363,9.78081E+12,eng,206,13,2,5/3/05,Citadel,4/15/20 11:06,4/15/20 11:06
147,Rails Cookbook: Recipes for Rapid Web Development with Ruby,Rob Orsini,3.48,596527314,9.7806E+12,eng,514,64,1,1/1/07,O'Reilly Media,4/15/20 11:06,4/15/20 11:06
151,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,4.05,143035002,9.78014E+12,eng,838,16643,1851,5/31/04,Penguin Classics,4/15/20 11:06,4/15/20 11:06
152,Anna Karenina,Leo Tolstoy/David Magarshack/Priscilla Meyer,4.05,451528611,9.78045E+12,eng,960,109420,5696,11/5/02,Signet,4/15/20 11:06,4/15/20 11:06
153,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky/John Bayley,4.05,140449175,9.78014E+12,eng,837,2904,309,1/30/03,Penguin Books,4/15/20 11:06,4/15/20 11:06
154,CliffsNotes on Tolstoy's Anna Karenina,Marianne Sturman/Leo Tolstoy,3.85,822001837,9.78082E+12,eng,80,16,3,11/26/65,Cliffs Notes,4/15/20 11:06,4/15/20 11:06
155,Anna Karenina,Leo Tolstoy/Amy Mandelker/Constance Garnett,4.05,1593080271,9.78159E+12,eng,803,9564,726,7/1/03,Barnes & Noble Classics,4/15/20 11:06,4/15/20 11:06
156,Anna Karenina,Leo Tolstoy/Louise Maude/Aylmer Maude,4.05,486437965,9.78049E+12,eng,752,474,72,11/23/04,Dover Publications,4/15/20 11:06,4/15/20 11:06
157,Anna Karenina,Leo Tolstoy/Constance Garnett/Amy Mandelker,4.05,1593081774,9.78159E+12,eng,803,303,48,8/26/04,Barnes & Noble,4/15/20 11:06,4/15/20 11:06
159,Dinner with Anna Karenina,Gloria Goldreich,2.99,778322270,9.78078E+12,eng,360,411,65,1/28/06,Mira Books,4/15/20 11:06,4/15/20 11:06
160,Tolstoy: Anna Karenina,Anthony Thorlby,4.19,521313252,9.78052E+12,eng,128,1204,33,11/26/87,Cambridge University Press,4/15/20 11:06,4/15/20 11:06
162,Untouchable,Mulk Raj Anand/E.M. Forster,3.71,140183957,9.78014E+12,eng,160,3429,279,7/3/90,Penguin Books,4/15/20 11:06,4/15/20 11:06
163,The Untouchable,John Banville,3.95,679767479,9.78068E+12,eng,367,2163,216,6/30/98,Vintage,4/15/20 11:06,4/15/20 11:06
164,The Untouchables,Eliot Ness/Oscar Fraley,3.89,1568491980,9.78157E+12,eng,256,613,31,2/1/96,Buccaneer Books,4/15/20 11:06,4/15/20 11:06
165,Untouchables: My Family's Triumphant Journey Out of the Caste System in Modern India,Narendra Jadhav,3.82,743270797,9.78074E+12,en-US,320,308,40,9/27/05,Scribner,4/15/20 11:06,4/15/20 11:06
166,Dalit: The Black Untaouchables of India,V.T. Rajshekar/Y.N. Kly,4.2,932863051,9.78093E+12,eng,100,10,0,1/28/95,Clarity Press,4/15/20 11:06,4/15/20 11:06
168,Growing Up Untouchable in India: A Dalit Autobiography,Vasant Moon/Gail Omvedt/Eleanor Zelliot,3.65,742508803,9.78074E+12,eng,224,16,4,12/20/00,Rowman & Littlefield Publishers,4/15/20 11:06,4/15/20 11:06
171,The Evidence-Based Social Work Skills Book,Barry R. Cournoyer,3.4,205358624,9.78021E+12,eng,216,10,0,9/22/03,Pearson,4/15/20 11:06,4/15/20 11:06
177,"A Wrinkle in Time: A Guide for Using ""A Wrinkle in Time"" in the Classroom",John Carratello/Patty Carratello/Theresa Wright,4,1557344035,9.78156E+12,eng,48,17,0,9/28/91,Teacher Created Resources,4/15/20 11:06,4/15/20 11:06
180,Wrinkles in Time,George Smoot/Keay Davidson,4.01,380720442,9.78038E+12,eng,360,1035,23,10/1/94,Harper Perennial,4/15/20 11:06,4/15/20 11:06
181,A Wrinkle in Time: With Related Readings (A Wrinkle in Time Quintet #1),Madeleine L'Engle,4,821925326,9.78082E+12,eng,250,36,6,5/1/02,EMC/Paradigm Publishing,4/15/20 11:06,4/15/20 11:06
182,Literature Circle Guide: A Wrinkle in Time,Tara MacCarthy,3.6,043927169X,9.78044E+12,eng,32,15,0,1/1/02,Teaching Resources,4/15/20 11:06,4/15/20 11:06
201,Una arruga en el tiempo – A Wrinkle in Time,Madeleine L'Engle,4,606105263,9.78061E+12,spa,205,6,1,6/1/84,Turtleback Books,4/15/20 11:06,4/15/20 11:06
204,The Long Shadow (The Morland Dynasty  #6),Cynthia Harrod-Eagles,4.12,751506435,9.78075E+12,eng,367,376,17,6/1/94,Little  Brown Book Group,4/15/20 11:06,4/15/20 11:06
205,A Long Shadow (Inspector Ian Rutledge  #8),Charles Todd,4.11,006078671X,9.78006E+12,eng,352,3086,237,1/3/06,William Morrow,4/15/20 11:06,4/15/20 11:06
207,Long Way Round: Chasing Shadows Across the World,Ewan McGregor/Charley Boorman/Robert Uhlig,3.94,743499344,9.78074E+12,en-US,320,352,44,11/1/05,Atria Books,4/15/20 11:06,4/15/20 11:06
208,A Shadow in Summer (Long Price Quartet  #1),Daniel Abraham,3.6,765313405,9.78077E+12,eng,331,9852,633,3/7/06,Tor Books,4/15/20 11:06,4/15/20 11:06
213,New Hope for the Dead (Hoke Mosely #2),Charles Willeford/James Lee Burke,3.9,1400032490,9.7814E+12,eng,244,821,78,8/10/04,Vintage Crime/Black Lizard,4/15/20 11:06,4/15/20 11:06
214,Sideswipe: A Hoke Moseley Novel,Charles Willeford/Lawrence Block,4.05,1400032482,9.7814E+12,eng,215,731,72,3/8/05,Vintage Crime/Black Lizard,4/15/20 11:06,4/15/20 11:06
216,Miami Blues (Hoke Moseley #1),Charles Willeford/Elmore Leonard,3.94,1400032466,9.7814E+12,eng,191,2897,178,8/10/04,Vintage Crime/Black Lizard,4/15/20 11:06,4/15/20 11:06
230,The Burnt Orange Heresy (Vintage Crime/Black Lizard),Charles Willeford,3.89,679732527,9.78068E+12,eng,144,98,11,10/3/90,Vintage,4/15/20 11:06,4/15/20 11:06
231,I am Charlotte Simmons,Tom Wolfe,3.42,312424442,9.78031E+12,eng,738,20888,1688,8/30/05,Picador USA,4/15/20 11:06,4/15/20 11:06
237,Poetry for Young People: Edward Lear,Edward Lear/Laura Huliska-Beith/Edward Mendelson,3.91,806930772,9.78081E+12,eng,48,66,19,10/1/01,Sterling,4/15/20 11:06,4/15/20 11:06
244,The Puffin Book of Nonsense Verse,Quentin Blake,4.02,140366601,9.78014E+12,eng,287,81,6,10/3/96,Puffin,4/15/20 11:06,4/15/20 11:06
245,Henry Miller on Writing,Henry Miller/Thomas H. Moore,4.22,811201120,9.78081E+12,eng,217,981,52,2/1/64,New Directions Publishing,4/15/20 11:06,4/15/20 11:06
