bookId,title,authors,averageRating,isbn,isbn13,languageCode,numPages,ratingsCount,textReviewsCount,publicationDate,publisher,createdAt,updatedAt
1319,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,4,446691437,9.78045E+12,eng,168,53653,4702,4/1/03,Warner Books,4/15/20 11:06,4/15/20 11:06
1320,Gita on the Green,Stephen J. Rosen/Steven Pressfield,3.78,826413013,9.78083E+12,en-US,176,14,2,5/30/02,Continuum,4/15/20 11:06,4/15/20 11:06
1322,Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo/Steven Pressfield,3.91,811701646,9.78081E+12,eng,340,85,6,4/24/06,Stackpole Books,4/15/20 11:06,4/15/20 11:06
1326,Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,4.1,140442758,9.78014E+12,en-US,160,226,20,1/30/73,Penguin Classics,4/15/20 11:06,4/15/20 11:06
1327,Phaedrus,Plato/Robin Waterfield,3.92,192802771,9.78019E+12,eng,128,29,6,1/16/03,Oxford University Press  USA,4/15/20 11:06,4/15/20 11:06
1328,Phaedrus,Plato/C.J. Rowe,3.92,140449744,9.78014E+12,eng,176,236,22,8/25/05,Penguin Classics,4/15/20 11:06,4/15/20 11:06
1334,Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,4.47,879756322,9.78088E+12,eng,157,14,0,12/1/91,Prometheus Books,4/15/20 11:06,4/15/20 11:06
1337,Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,4.5,189031823X,9.78189E+12,eng,125,26,4,2/11/19,St. Augustines Press,4/15/20 11:06,4/15/20 11:06
1338,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,4.06,872207889,9.78087E+12,eng,272,154,4,6/15/06,Hackett Publishing Company  Inc.,4/15/20 11:06,4/15/20 11:06
1342,Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,4.35,801435307,9.7808E+12,eng,233,18,1,9/1/98,Cornell University Press,4/15/20 11:06,4/15/20 11:06
1351,Statesman,Plato/C.J. Rowe,3.85,872204626,9.78087E+12,eng,128,28,7,3/15/99,Hackett Publishing Company  Inc.,4/15/20 11:06,4/15/20 11:06
1354,Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,3.95,140449043,9.78014E+12,en-GB,208,8186,198,1/29/04,Penguin Classics,4/15/20 11:06,4/15/20 11:06
1362,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,140449086,9.78014E+12,eng,716,34727,597,1/30/03,Penguin Books,4/15/20 11:06,4/15/20 11:06
1363,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,140446389,9.78014E+12,eng,622,227,18,9/1/54,Penguin Classics,4/15/20 11:06,4/15/20 11:06
1364,The History (Great Minds),Herodotus/Henry Francis Cary,3.99,879757779,9.78088E+12,en-US,613,2,0,11/1/92,Prometheus Books,4/15/20 11:06,4/15/20 11:06
1365,The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,3.99,192824252,9.78019E+12,eng,772,271,41,11/19/98,Oxford University Press,4/15/20 11:06,4/15/20 11:06
1366,The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,3.99,140440348,9.78014E+12,en-US,653,143,17,8/30/70,Penguin Classics,4/15/20 11:06,4/15/20 11:06
1367,The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,3.99,393959465,9.78039E+12,en-US,464,40,5,1/17/92,W.W. Norton & Company,4/15/20 11:06,4/15/20 11:06
1368,The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,3.99,375400613,9.78038E+12,en-US,816,132,10,3/25/97,Everyman's Library 234,4/15/20 11:06,4/15/20 11:06
1369,The History,Herodotus/Peter Grene,3.99,226327701,9.78023E+12,en-US,710,36,6,3/14/87,University of Chicago Press,4/15/20 11:06,4/15/20 11:06
1371,The Iliad,Homer/Robert Fagles/Bernard Knox,3.86,140275363,9.78014E+12,eng,683,288792,3423,4/29/99,Penguin Classics,4/15/20 11:06,4/15/20 11:06
1373,Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,3.86,872203522,9.78087E+12,en-US,574,1058,137,3/12/97,Hackett Publishing Company  Inc.,4/15/20 11:06,4/15/20 11:06
1374,The Iliad,Homer/Robert Fitzgerald/Andrew Ford,3.86,374529051,9.78037E+12,en-US,588,692,81,4/3/04,Farrar  Straus and Giroux,4/15/20 11:06,4/15/20 11:06
1375,The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,4.04,147712556,9.78015E+12,eng,1556,54939,380,11/1/99,Penguin Classics,4/15/20 11:06,4/15/20 11:06
1376,The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.86,140447946,9.78014E+12,eng,462,1919,118,1/30/03,Penguin Classics,4/15/20 11:06,4/15/20 11:06
1377,The Iliad,Homer/W.H.D. Rouse,3.86,451527372,9.78045E+12,en-US,312,158,15,8/1/99,Signet Classics,4/15/20 11:06,4/15/20 11:06
1378,The Essential Iliad,Homer/Sheila Murnaghan/Stanley Lombardo,3.86,872205428,9.78087E+12,en-US,216,212,18,9/15/00,Hackett Publishing Company  Inc.,4/15/20 11:06,4/15/20 11:06
1381,The Odyssey,Homer/Robert Fagles/Bernard Knox,3.76,143039954,9.78014E+12,eng,541,760871,6557,11/30/06,Penguin Classics,4/15/20 11:06,4/15/20 11:06
1382,The Odyssey,Homer/Robert Fitzgerald/D.S. Carne-Ross,3.76,374525749,9.78037E+12,eng,515,1713,179,11/5/98,Farrar  Straus and Giroux,4/15/20 11:06,4/15/20 11:06
1383,The Odyssey,Homer/Richmond Lattimore,3.76,60931957,9.78006E+12,eng,374,1131,78,6/1/99,Harper Perennial,4/15/20 11:06,4/15/20 11:06
1384,The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.76,140449116,9.78014E+12,eng,324,2543,167,1/30/03,Penguin Classics,4/15/20 11:06,4/15/20 11:06
1387,The Odyssey,Homer/W.H.D. Rouse,3.76,451527364,9.78045E+12,eng,304,262,24,8/1/99,Signet Classics,4/15/20 11:06,4/15/20 11:06
1391,Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,4.35,086516584X,9.78087E+12,eng,161,69,6,1/1/01,Bolchazy-Carducci Publishers,4/15/20 11:06,4/15/20 11:06
1402,Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,4.22,067499583X,9.78067E+12,mul,607,414,10,10/1/99,Harvard University Press,4/15/20 11:06,4/15/20 11:06
1403,City Eclogue,Ed Roberson,4.13,1891190237,9.78189E+12,eng,136,67,7,1/30/06,Atelos Press,4/15/20 11:06,4/15/20 11:06
1405,The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,3.8,192837680,9.78019E+12,eng,180,259,15,9/2/99,Oxford University Press,4/15/20 11:06,4/15/20 11:06
1408,Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,3.94,155832125X,9.78156E+12,eng,272,55,0,12/3/97,Harvard Common Press,4/15/20 11:06,4/15/20 11:06
1417,The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.5,141000589,9.78014E+12,eng,1808,578,25,11/7/02,Viking,4/15/20 11:06,4/15/20 11:06
1419,The Complete Works,William Shakespeare,4.5,517092948,9.78052E+12,eng,1248,62,6,10/13/91,Gramercy,4/15/20 11:06,4/15/20 11:06
1420,Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,4.02,521618746,9.78052E+12,eng,289,609271,7139,8/1/05,Cambridge University Press,4/15/20 11:06,4/15/20 11:06
1423,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,4.44,1557831572,9.78156E+12,eng,137,8159,118,2/1/94,Applause Books,4/15/20 11:06,4/15/20 11:06
1424,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,3.64,006251279X,9.78006E+12,en-US,272,888,92,5/1/95,HarperOne,4/15/20 11:06,4/15/20 11:06
1425,The Valkyries,Paulo Coelho/Alan R. Clarke,3.31,62513346,9.78006E+12,en-US,212,1204,79,9/28/96,HarperOne,4/15/20 11:06,4/15/20 11:06
1426,Warrior of the Light,Paulo Coelho,3.7,60527986,9.78006E+12,en-US,142,22662,945,3/30/04,HarperOne,4/15/20 11:06,4/15/20 11:06
1427,The Zahir,Paulo Coelho/Margaret Jull Costa,3.57,60832819,9.78006E+12,eng,336,58917,2575,7/3/06,HarperOne,4/15/20 11:06,4/15/20 11:06
1428,By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,3.57,61122092,9.78006E+12,eng,208,70760,2702,5/23/06,HarperOne,4/15/20 11:06,4/15/20 11:06
1429,The Fifth Mountain,Paulo Coelho/Clifford E. Landers,3.62,60930136,9.78006E+12,en-US,256,1415,68,4/26/00,HarperOne,4/15/20 11:06,4/15/20 11:06
1431,Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,3.7,61124265,9.78006E+12,eng,210,132064,5452,6/1/06,Harper Perennial,4/15/20 11:06,4/15/20 11:06
1433,Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.02,140714545,9.78014E+12,eng,148,1658,125,12/1/01,Penguin Books,4/15/20 11:06,4/15/20 11:06
1437,Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,3.69,764586033,9.78076E+12,en-US,129,65,6,5/30/00,Cliffs Notes,4/15/20 11:06,4/15/20 11:06
1438,Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,4.02,764585681,9.78076E+12,eng,240,102,16,5/29/00,Cliffs Notes,4/15/20 11:06,4/15/20 11:06
1439,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,4.29,879232153,9.78088E+12,eng,450,489,57,3/24/15,Nonpareil Books,4/15/20 11:06,4/15/20 11:06
1440,History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,4.32,674991206,9.78067E+12,mul,496,208,7,1/1/19,Harvard University Press,4/15/20 11:06,4/15/20 11:06
1441,On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,3.72,872201686,9.78087E+12,eng,172,610,15,10/1/93,Hackett Publishing Company  Inc.,4/15/20 11:06,4/15/20 11:06
1444,History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,4.35,674991222,9.78067E+12,mul,400,38,0,1/1/21,Harvard University Press,4/15/20 11:06,4/15/20 11:06
1445,The Peloponnesian War,Thucydides/Steven Lattimore,3.9,872203948,9.78087E+12,eng,530,154,21,6/1/98,Hackett Publishing Company  Inc.,4/15/20 11:06,4/15/20 11:06
1449,The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,3.9,393971678,9.78039E+12,eng,554,24,4,7/17/98,W. W. Norton & Company,4/15/20 11:06,4/15/20 11:06
1459,History of the Peloponnesian War  Bk. 7-8,Thucydides/C.F. Smith,4.29,674991877,9.78067E+12,eng,480,35,0,1/1/23,Harvard University Press,4/15/20 11:06,4/15/20 11:06
1461,Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,4.5,929524357,9.78093E+12,eng,34,2,0,1/30/89,Bryn Mawr Commentaries,4/15/20 11:06,4/15/20 11:06
1462,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,4.03,226307808,9.78023E+12,eng,221,4483,56,2/15/55,University of Chicago Press,4/15/20 11:06,4/15/20 11:06
1463,Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,4.21,226307840,9.78023E+12,eng,228,3334,46,1/15/69,University of Chicago Press,4/15/20 11:06,4/15/20 11:06
1465,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,4.21,226307832,9.78023E+12,eng,307,560,8,11/15/68,University of Chicago Press,4/15/20 11:06,4/15/20 11:06
1466,Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,4.4,1590171802,9.78159E+12,eng,312,679,85,8/1/06,New York Review of Books,4/15/20 11:06,4/15/20 11:06
1467,Ten Plays,Euripides/Moses Hadas/John Maclean,4.17,553213636,9.78055E+12,en-US,432,1464,21,8/1/90,Bantam Classics,4/15/20 11:06,4/15/20 11:06
1468,Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,4,226307824,9.78023E+12,eng,255,541,15,1/15/92,University of Chicago Press,4/15/20 11:06,4/15/20 11:06
1470,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,4.31,226307816,9.78023E+12,eng,264,790,12,4/15/02,University of Chicago Press,4/15/20 11:06,4/15/20 11:06
1473,Medea and Other Plays,Euripides/John Davie/Richard Rutherford,4.03,140449299,9.78014E+12,eng,206,9197,120,3/27/03,Penguin Books,4/15/20 11:06,4/15/20 11:06
1474,Cyclops / Alcestis / Medea,Euripides/David Kovacs,4.23,674995600,9.78067E+12,mul,432,61,4,1/1/94,Loeb Classical Library,4/15/20 11:06,4/15/20 11:06
1475,Medea,Euripides/Donald J. Mastronarde,3.87,521643864,9.78052E+12,grc,431,201,9,9/16/02,Cambridge University Press,4/15/20 11:06,4/15/20 11:06
1476,The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,4.14,140447261,9.78014E+12,eng,360,164,8,1/26/06,Penguin Classics,4/15/20 11:06,4/15/20 11:06
1479,Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,3.88,195125983,9.7802E+12,eng,160,154,13,2/22/01,Oxford University Press  USA,4/15/20 11:06,4/15/20 11:06
1480,Plays 1: Medea/The Phoenician Women/Bacchae,Euripides/David Thompson/J. Michael Walton,3.78,413752801,9.78041E+12,eng,192,9,0,11/9/00,Bloomsbury Methuen Drama,4/15/20 11:06,4/15/20 11:06
1486,The Trojan Women and Hippolytus,Euripides,3.63,486424626,9.78049E+12,eng,64,34,4,7/17/02,Dover Publications,4/15/20 11:06,4/15/20 11:06
1488,The Bacchae of Euripides: A Communion Rite,Wole Soyinka,3.86,393325830,9.78039E+12,eng,128,116,6,7/17/04,W. W. Norton  Company,4/15/20 11:06,4/15/20 11:06
1489,Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,4.1,192832603,9.78019E+12,eng,282,158,2,12/20/01,Oxford University Press,4/15/20 11:06,4/15/20 11:06
1491,Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides/David Kovacs,4.26,674995333,9.78067E+12,mul,528,27,5,2/15/95,Loeb Classical Library,4/15/20 11:06,4/15/20 11:06
1494,Alcestis,Euripides/William Arrowsmith,3.83,195061667,9.7802E+12,eng,142,1950,95,2/1/90,Oxford University Press  USA,4/15/20 11:06,4/15/20 11:06
1495,Suppliant Women / Electra / Heracles,Euripides/David Kovacs,4.47,067499566X,9.78067E+12,mul,464,30,4,9/1/98,Loeb Classical Library,4/15/20 11:06,4/15/20 11:06
1499,Medea,Euripides/Georgia Ann Machemer/Michael   Collier,3.87,195145666,9.7802E+12,eng,116,367,35,8/10/06,Oxford University Press  USA,4/15/20 11:06,4/15/20 11:06
1504,Euripides: Medea,William Allan,4.04,071563187X,9.78072E+12,eng,160,23,1,10/31/02,Bristol Classical Press,4/15/20 11:06,4/15/20 11:06
1506,CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,4.2,822004240,9.78082E+12,eng,69,5,0,9/13/65,Cliffs Notes,4/15/20 11:06,4/15/20 11:06
1509,Trojan Women / Iphigenia Among the Taurians / Ion,Euripides/David Kovacs,4.03,674995740,9.78067E+12,mul,528,29,2,12/1/99,Loeb Classical Library,4/15/20 11:06,4/15/20 11:06
1510,Helen / Phoenician Women / Orestes,Euripides/David Kovacs,4.07,674996003,9.78067E+12,mul,605,25,3,6/15/02,Loeb Classical Library,4/15/20 11:06,4/15/20 11:06
1511,Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides/Pantelis Michelakis,4.03,715629948,9.78072E+12,eng,144,12,1,3/9/06,Bristol Classical Press,4/15/20 11:06,4/15/20 11:06
1515,The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,4.43,226307662,9.78023E+12,eng,672,46,7,8/1/92,University of Chicago Press,4/15/20 11:06,4/15/20 11:06
1516,Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,4.02,226307786,9.78023E+12,en-US,171,712,53,5/15/69,University of Chicago Press,4/15/20 11:06,4/15/20 11:06
1517,Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,4.1,226307948,9.78023E+12,eng,188,389,26,2/1/92,University of Chicago Press,4/15/20 11:06,4/15/20 11:06
1518,The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,4.02,019513592X,9.7802E+12,eng,304,77,7,10/7/04,Oxford University Press  USA,4/15/20 11:06,4/15/20 11:06
1519,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,4.02,140443339,9.78014E+12,eng,335,28726,591,2/7/84,Penguin Classics,4/15/20 11:06,4/15/20 11:06
1521,Oresteia,Aeschylus/Peter Meineck/Helene P. Foley,4.02,872203905,9.78087E+12,eng,224,303,21,9/15/98,Hackett Publishing Company  Inc.,4/15/20 11:06,4/15/20 11:06
1523,Prometheus Bound and Other Plays,Aeschylus/Philip Vellacott,4.1,140441123,9.78014E+12,eng,160,4303,62,8/30/61,Penguin Books,4/15/20 11:06,4/15/20 11:06
1525,The Oresteia,Aeschylus/Ted Hughes,4.02,374527059,9.78037E+12,en-US,208,215,25,9/4/04,Farrar  Straus and Giroux,4/15/20 11:06,4/15/20 11:06
1526,Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus/David R. Slavitt/Smith Palmer Bovie,4.02,081221627X,9.78081E+12,eng,178,12,3,11/1/97,University of Pennsylvania Press,4/15/20 11:06,4/15/20 11:06
1527,The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus/Richmond Lattimore/David Grene,4.1,226307646,9.78023E+12,eng,358,74,7,8/1/92,University of Chicago Press,4/15/20 11:06,4/15/20 11:06
1529,Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,4.03,521539811,9.78052E+12,eng,95,31,3,1/22/04,Cambridge University Press,4/15/20 11:06,4/15/20 11:06
1530,The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus/George Thomson/Richard Seaford,4.02,1400041929,9.7814E+12,eng,127,63,8,1/20/04,Everyman's Library,4/15/20 11:06,4/15/20 11:06
1531,Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus/David R. Slavitt/Smith Palmer Bovie,4.1,812216717,9.78081E+12,en-GB,232,12,2,1/1/98,University of Pennsylvania Press,4/15/20 11:06,4/15/20 11:06
1532,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus/E.D.A. Morshead,4.02,486292428,9.78049E+12,eng,151,89,8,9/24/96,Dover Publications,4/15/20 11:06,4/15/20 11:06
1533,The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus/E.D.A. Morshead,4.1,1419150014,9.78142E+12,eng,208,1,0,6/17/04,Kessinger Publishing,4/15/20 11:06,4/15/20 11:06
1536,Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles/David Grene/Richmond Lattimore/John Moore/Michael Jameson,4.14,226307867,9.78023E+12,eng,254,5032,36,5/15/69,University of Chicago Press,4/15/20 11:06,4/15/20 11:06
1537,The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles/Paul Roche,3.97,452011671,9.78045E+12,eng,288,553,46,5/1/96,Plume,4/15/20 11:06,4/15/20 11:06
1538,The Complete Plays,Sophocles/Paul Roche,4.27,451527844,9.78045E+12,eng,420,2883,40,3/1/01,New American Library,4/15/20 11:06,4/15/20 11:06
1540,The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles/Robert Fitzgerald/Dudley Fitts,3.97,015602764X,9.78016E+12,eng,259,45589,726,11/1/02,Mariner Books,4/15/20 11:06,4/15/20 11:06
1542,The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles/Robert Fagles/Bernard Knox,3.97,140444254,9.78014E+12,eng,430,2979,288,1/3/00,Penguin Books,4/15/20 11:06,4/15/20 11:06
1546,Theban Plays,Sophocles/Peter Meineck/Paul Woodruff,3.97,872205851,9.78087E+12,en-US,304,109,7,3/15/03,Hackett Publishing Company  Inc.,4/15/20 11:06,4/15/20 11:06
1547,The Theban Plays (Everyman's Library  #93),Sophocles/David Grene/Charles Segal,3.97,679431322,9.78068E+12,en-US,223,52,3,10/18/94,Alfred A. Knopf,4/15/20 11:06,4/15/20 11:06
1548,Electra and Other Plays,Sophocles/E.F. Watling,4.14,140440283,9.78014E+12,eng,218,135,9,4/30/53,Penguin,4/15/20 11:06,4/15/20 11:06
1549,Antigone; Oedipus the Kingn; Electra,Sophocles/Edith Hall/H.D.F. Kitto,3.94,192835882,9.78019E+12,eng,178,13358,199,9/17/98,Oxford University Press,4/15/20 11:06,4/15/20 11:06
1554,Oedipus Rex  (The Theban Plays  #1),Sophocles/J.E. Thomas,3.7,1580495931,9.78158E+12,eng,75,141555,1776,6/22/06,Prestwick House - (Literary Touchstone Classic),4/15/20 11:06,4/15/20 11:06
1555,The Oedipus Plays of Sophocles,Sophocles/Paul Roche,3.97,451621603,9.78045E+12,eng,390,8,1,9/1/58,Signet Books (NY),4/15/20 11:06,4/15/20 11:06
1558,Oedipus Rex (Greek and Latin Classics),Sophocles/Roger D. Dawe,3.7,521617359,9.78052E+12,grc,214,218,1,8/1/06,Cambridge University Press,4/15/20 11:06,4/15/20 11:06
1559,Oedipus the King,Sophocles/Bernard Knox/Cynthia Brantley Johnson,3.7,1416500332,9.78142E+12,eng,144,740,57,7/1/05,Simon  Schuster,4/15/20 11:06,4/15/20 11:06
1560,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker,4.06,452007178,9.78045E+12,eng,624,6086,79,11/1/84,Plume,4/15/20 11:06,4/15/20 11:06
1561,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes/Jeffrey Henderson,3.94,415907446,9.78042E+12,eng,256,96,8,8/27/96,Routledge,4/15/20 11:06,4/15/20 11:06
1562,The Complete Plays,Aristophanes/Moses Hadas,4.21,553213431,9.78055E+12,eng,577,1998,33,3/1/84,Bantam Classics,4/15/20 11:06,4/15/20 11:06
1563,Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes/David R. Slavitt,3.83,812234561,9.78081E+12,eng,336,4,0,1/29/98,University of Pennsylvania Press,4/15/20 11:06,4/15/20 11:06
1566,Clouds/Wasps/Birds (Aristophanes 1),Aristophanes/Peter Meineck,3.77,872203611,9.78087E+12,eng,480,1,0,9/15/98,Hackett Publishing Company  Inc.,4/15/20 11:06,4/15/20 11:06